ch	tdc	adcc																	tdc min	mid	max		
0	3306	5.247737	4	3807	3.872724	7	3356	2.569935	19	3349	5.199514	22	3484	3.263659	23	3170	1.348726		3306	3356	3807	-50	451
0	3284	4.093373	5	3792	5.255142	6	3275	4.77907	20	3313	4.004834	22	3447	4.451066	27	3197	4.702892		3275	3284	3792	-9	508
5	3652	9.003252	6	3352	5.386375	7	3314	5.526212	20	3370	5.341687	26	3227	5.519452	30	3593	8.64595		3314	3352	3652	-38	300
10	3338	3.983973	12	3240	9.104924	15	3978	8.265935	16	3236	9.11486	25	3290	3.681146	29	4034	8.134213		3240	3338	3978	-98	640
2	3265	6.412934	4	3365	9.071987	6	3394	5.015816	24	3327	7.937392	26	3244	8.045704	30	3417	4.486112		3265	3365	3394	-100	29
0	3318	4.247976	5	3666	4.65747	8	3326	2.744269	19	3370	4.181764	23	3168	1.241476	24	3536	3.341511		3318	3326	3666	-8	340
1	4701	4.850003	10	3308	4.530504	14	3218	2.860508	17	3191	4.515178	19	3329	2.807801	25	4645	4.719178		3218	3308	4701	-90	1393
1	3327	4.890753	4	3751	8.406227	7	3340	6.109423	28	3242	5.816894	29	3624	7.866751	30	3255	4.435258		3327	3340	3751	-13	411
4	3467	7.825009	9	3987	5.309535	11	3239	6.392203	21	3263	6.186059	27	3249	7.588923	29	4001	5.122789		3239	3467	3987	-228	520
0	3748	8.89635	1	3984	4.228555	5	3265	1.294301	18	3757	4.190542	26	3217	0.993251	27	3648	8.590866		3265	3748	3984	-483	236
4	3354	7.043006	5	3543	5.447612	13	4581	4.461101	21	3418	4.577858	22	4510	3.852109	30	3195	5.818481		3354	3543	4581	-189	1038
0	3322	3.969691	1	3414	2.761529	3	3884	4.231132	18	3705	4.157753	21	3271	3.86195	27	3206	2.786132		3322	3414	3884	-92	470
3	4684	6.795991	10	3958	5.532478	11	3787	7.833845	20	3955	7.876362	21	3924	5.646533	22	3887	3.936173		3787	3958	4684	-171	726
3	4563	2.926781	12	3892	2.955667	13	3976	7.416507	24	4541	1.684974	27	4528	2.884148	29	4759	7.272391		3892	3976	4563	-84	587
2	4602	5.491045	3	4638	0.745554	14	3971	1.53865	22	3919	3.589408	23	3957	9.918	26	4533	1.414293		3971	4602	4638	-631	36
3	4531	1.074382	5	4492	1.577942	11	3728	3.156287	20	3931	2.988825	23	3880	6.196425	26	4503	1.477449		3728	4492	4531	-764	39
2	4710	3.117445	7	3347	5.958593	10	4034	4.135787	24	4784	1.583965	25	4797	5.767487	26	4707	4.014227		3347	4034	4710	-687	676
2	4596	0.796828	5	4587	5.022151	14	3835	1.294615	18	3737	0.824255	25	4760	4.832231	27	4491	1.31589		3835	4587	4596	-752	9
6	3794	5.139336	11	4022	3.51929	14	4092	4.650101	22	3942	3.662964	23	3944	4.437525	25	4658	3.239212		3794	4022	4092	-228	70
1	4728	8.751882	9	3989	7.620182	10	3931	9.783277	16	4112	9.675275	21	3948	7.420742	27	4532	8.754226		3931	3989	4728	-58	739
1	4674	6.938476	2	4621	4.67512	6	4523	9.359592	20	4113	6.849658	23	4095	3.41865	30	4837	9.103634		4523	4621	4674	-98	53
2	4597	0.945178	4	4690	2.097366	10	3873	4.975826	17	3883	1.355918	18	3738	8.857439	25	4643	4.421129		3873	4597	4690	-724	93
1	3332	1.946515	2	3890	4.08172	3	3968	2.521226	27	3143	1.838643	28	3804	5.543703	30	3998	3.10289		3332	3890	3968	-558	78
3	4686	2.740445	12	3188	4.972144	15	3895	5.43257	21	3921	6.196434	23	3884	3.6975	28	4576	5.319296		3188	3895	4686	-707	791
3	4561	1.019578	4	4642	7.539684	11	3756	4.836474	17	3861	7.533786	24	4545	6.886905	27	4542	5.508803		3756	4561	4642	-805	81
